id
17993
16174
36696
79721
161076
21355
181083
875
275269
252067
31395
1850
154
83078
262789
13042
17165
25557
108241
19555
78093
12113
361050
43517
172149
225975
110468
32008
134602
326305
64678
22924
42561
11011
75232
27092
21779
41647
98567
37183
280276
37848
226072
57413
27550
162139
79631
6471
298721
41756
316727
10169
153854
69638
10265
394170
82865
62720
290075
25500
709
43096
15826
30141
77280
79990
239155
45598
167882
18692
16335
2897
47350
41211
40213
255343
90509
215946
279692
73869
268735
268536
20607
15822
2122
34125
34075
56943
80705
77314
28489
4695
214447
74558
27084
364540
50834
257668
24584
213595
9395
32033
194310
84184
88395
109122
89315
3597
143602
42456
2655
47962
342218
269714
374461
13692
253808
2898
1970
97284
218238
10610
14577
9770
37853
51927
286239
332936
16175
114046
62321
125759
44208
52183
186161
72207
135659
78163
52744
9383
56321
40874
142971
248921
159622
9546
25320
52859
33838
31411
15379
10324
267467
54764
115161
193893
85504
98969
43970
51215
80153
5482
114471
21442
9320
194853
47585
64266
284288
12497
36635
31604
13070
63318
2759
13549
253
38155
62897
141803
220916
30017
45996
288298
51856
373442
39830
325555
12093
102699
24481
34023
372234
32051
361251
148697
234555
77283
117407
77960
52143
623
43976
60366
20333
306523
127846
107705
18096
265712
40842
89723
64383
48329
193977
23606
52666
279068
326256
144139
22971
52318
121842
52395
51230
353652
118872
269963
138611
117869
374416
381066
99767
176241
232018
254578
72057
39544
34866
275060
5067
148857
315112
146381
22066
196065
39293
9765
12236
118017
286987
13580
11775
9990
18890
14072
36960
286301
49763
1937
93676
33045
29879
301491
8588
43604
9453
320892
143747
30879
77635
41656
94551
376003
60855
13482
6878
16520
11909
25525
254904
228647
297482
115877
322378
186254
92459
46813
366860
166027
145912
35614
356483
119575
34745
256885
102207
43376
107637
230031
212168
436339
384452
51949
16271
73937
88286
13888
242378
343018
26935
295958
217923
2335
94209
15542
18056
28874
197854
56092
27973
50012
36172
52538
40985
64534
74997
80027
211845
48852
10750
105915
14980
47812
29270
65057
11026
75386
153118
294086
447091
81619
85087
19184
349
17979
66346
10310
36095
74536
92950
46383
27172
84569
20886
31997
47166
59426
83001
64325
336735
559
41776
23903
75258
118936
32261
269961
204839
111312
31767
100088
14434
10118
174321
44379
13258
240154
15568
64386
204997
160768
10356
76875
36811
47330
39914
9626
48675
108843
18913
73919
441483
113921
231401
190683
49963
155399
47964
294992
11188
79224
75748
49381
72663
5056
77439
78187
22175
62156
73983
248611
14273
18889
300762
350779
263823
22152
28628
145926
184363
305276
161808
180147
68730
10940
305932
19715
127531
35841
80713
82237
30655
5653
49462
6081
28486
72614
58725
221488
81772
131739
178543
13763
2302
278283
128177
779
167190
127373
42205
37816
71626
10073
2095
44943
96107
15493
53267
259358
79000
488
551
20287
27320
8909
144910
376257
43653
161064
186935
37234
159008
41851
43389
118640
27865
105299
101230
352960
61984
140172
62492
70054
72987
102527
2094
140380
15940
63039
20096
67532
64998
6547
10990
333381
30863
329227
40249
68722
85615
371865
210126
12208
413441
62527
174323
82309
262475
48463
74491
58302
55853
309875
189364
84348
101135
36583
11010
12477
286407
298729
8220
161299
19109
14217
72445
20530
109441
360365
392011
2202
122089
281468
89056
47168
218728
159569
48132
16337
176983
28640
413017
26147
9932
21735
335145
160799
252529
37530
331161
387938
18620
29262
198450
9005
43212
75874
116711
224903
288035
40162
27916
55504
27098
340176
69016
24130
50365
154738
121088
29043
151168
1641
93188
17381
133781
32143
289126
59346
37228
300402
335141
15677
55424
336804
26031
8768
9659
278924
108021
42528
132859
11694
25680
1697
288521
64133
13055
6320
27258
103161
194757
35343
28485
107315
18736
253959
413588
57307
14537
72431
66892
17003
4412
221171
1420
104081
4990
49733
86210
194407
11857
24683
89602
15018
350555
39324
22317
81365
110958
61008
302502
21349
28670
44282
50936
95600
49073
401065
11323
359305
362373
284258
401544
873
9935
48885
57207
285689
80527
342502
14595
22584
8592
14560
95322
175555
22013
209401
28415
20693
51275
63892
58820
93289
9297
24037
34012
126186
199184
9648
107693
10797
36142
157293
287499
8489
132601
22365
46717
262500
447818
77771
11511
296225
18316
46147
82418
32790
374603
75363
26513
41289
48266
9843
19139
173672
21712
11930
394812
105024
210938
15016
4820
23410
103528
10870
95056
38546
8319
189242
404022
36576
16363
30903
15346
270470
45990
405388
75626
1255
13946
83721
21769
42601
47650
145132
262296
277685
166677
323435
10424
139434
18882
44783
141603
136058
62787
460
22958
49636
16148
67273
168712
58897
12774
30688
94725
19507
64868
10052
19999
214464
306411
39930
73943
33155
426253
41009
9797
34560
13848
67429
69169
118946
120588
15476
73935
24050
189472
334991
11025
253291
57458
84728
115023
72308
161006
40593
270842
22084
131457
11517
17681
6970
25969
337703
50291
43995
21752
29938
72400
51592
41666
43524
30709
380438
47259
142797
199575
144611
159897
13160
3966
84066
19136
14157
381008
53741
156288
64831
38980
67560
383807
38153
11223
15300
9827
133469
12723
13816
136215
25756
11466
4931
320061
440249
345323
26900
25664
19416
23020
17447
103122
88013
195867
54982
62215
246743
28490
79040
119738
8414
48635
46212
42094
59440
336885
57837
326425
18530
81303
87388
418691
101056
297023
169747
57564
41518
54384
887
42737
50124
393658
57305
166426
196918
120522
14587
3565
107081
23736
68202
75134
19079
54491
114155
9732
48848
21343
14389
2043
43514
122796
20115
180970
186629
412518
29142
115042
300424
303457
47201
145316
98203
31281
227832
282308
20875
22718
10475
56429
19127
4543
15548
411007
109109
332567
43749
605
471
40168
13355
124461
100594
36919
31185
29254
16564
382951
28370
30535
67166
11382
50021
25499
266249
172008
29403
36686
29539
109535
30924
38503
11512
358293
309919
136762
326250
33704
16081
157849
60440
52748
101731
