id,country_id
2994,8
2994,5
2994,1
2998,1
3001,1
3003,6
3003,12
3003,1
3004,5
3004,8
3007,6
3009,5
3010,1
3011,1
3012,12
3012,1
3013,1
3014,12
3016,1
3019,1
3021,1
3022,1
3023,1
3024,13
3024,1
3025,12
3026,5
3028,1
3030,1
3031,1
3033,12
3033,1
3034,1
3035,1
3036,12
3036,2
3036,1
3037,6
3040,28
3041,55
3041,6
3043,5
3043,8
3043,1
3048,12
3049,1
3050,1
3051,12
3052,1
3053,12
3053,1
3054,1
3055,1
3056,1
3057,6
3057,67
3057,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,1
3072,1
3073,1
3074,1
3075,12
3076,1
3077,1
3078,1
3079,12
3080,1
3081,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,1
3088,1
3089,1
3090,1
3092,12
3093,6
3093,12
3093,1
3097,12
3097,9
3101,1
3102,28
3103,1
3104,12
3107,2
3109,1
3110,1
3111,1
3112,1
3114,1
3115,2
3116,1
3117,12
3118,5
3121,1
3122,8
3124,12
3125,1
3127,12
3131,1
3131,8
3132,1
3133,1
3134,5
3144,12
3145,12
3146,2
3149,1
3159,8
3160,2
3162,1
3164,1
3168,8
3170,1
3171,13
3172,1
3173,58
3175,12
3175,1
3176,2
3177,2
3178,1
3179,1
3210,12
3291,5
3291,2
3291,12
3291,1
3293,1
3309,1
3396,1
3397,6
3397,25
3405,8
3418,6
3418,5
3423,19
3423,5
3423,8
3426,5
3427,5
3432,1
3469,12
3472,12
3476,5
3476,6
3476,8
3478,5
3478,6
3478,8
3479,5
3479,6
3479,8
3480,6
3480,5
3482,5
3482,1
3483,6
3483,14
3483,12
3483,1
3484,1
3485,6
3485,14
3485,12
3485,8
3485,57
3486,12
3486,1
3489,1
3509,1
3511,5
3511,12
3512,1
3513,1
3515,12
3515,1
3520,5
3520,8
3525,1
3526,1
3527,5
3527,6
3527,1
3529,1
3536,5
3536,1
3537,1
3539,6
3541,14
3541,8
3542,32
3542,5
3542,12
3543,6
3543,1
3547,1
3549,4
3549,11
3554,1
3556,1
3558,6
3558,1
3563,1
3565,12
3573,1
3574,1
3575,1
3576,1
3577,6
3578,6
3578,5
3580,1
3581,12
3582,12
3586,1
3587,1
3589,1
3591,12
3592,1
3593,1
3594,6
3594,1
3595,1
3596,12
3597,1
3598,1
3600,1
3602,1
3603,30
3604,1
3632,1
3635,12
3635,27
3638,29
3638,1
3640,18
3640,19
3640,6
3640,8
3681,5
3681,1
3682,1
3683,1
3686,6
3686,37
3686,8
3686,5
3687,1
3692,5
3692,6
3692,8
3698,5
3698,8
3699,6
3699,8
3701,8
3716,6
3763,2
3764,2
3766,1
3767,1
3777,2
3780,2
3782,2
3784,1
3865,14
3870,5
3870,6
3870,8
3875,4
3877,1
3902,1
3933,1
3934,5
3935,5
3935,8
3936,1
3938,1
3941,1
3962,6
3966,1
3980,1
3981,1
3989,6
3989,1
4011,1
4012,1
4024,5
4024,8
4025,1
4031,5
4032,1
4034,5
4043,14
4049,39
4049,6
4104,1
4105,1
4107,24
4107,12
4108,1
4108,5
4111,1
4112,1
4133,1
4134,9
4140,12
4141,1
4146,19
4146,5
4147,1
4148,12
4148,1
4154,1
4154,68
4169,1
4170,6
4170,1
4171,32
4171,5
4173,8
4173,1
4174,1
4175,12
4176,12
4180,5
4182,5
4191,5
4191,8
4192,12
4193,12
4195,8
4195,5
4196,6
4196,5
4196,8
4199,12
4199,1
4201,18
4201,1
4202,6
4202,5
4202,25
4203,14
4204,1
4226,1
4228,12
4228,5
4228,8
4228,6
4228,13
4232,1
4233,1
4234,1
4235,5
4241,2
4244,1
4247,1
4248,13
4248,1
4250,6
4251,42
4252,42
4253,42
4254,42
4255,1
4256,1
4257,1
4258,1
4266,32
4266,5
4266,8
4267,5
4269,5
4271,5
4274,5
4279,5
4279,49
4281,12
4283,1
4285,6
4286,8
4286,5
4288,1
4289,1
4290,1
4291,2
4296,13
4296,1
4307,14
4311,5
4326,6
4327,1
4338,1
4339,6
4344,6
4347,12
4347,5
4347,1
4348,5
4348,12
4348,1
4349,6
4349,1
4351,1
4365,1
4368,1
4369,5
4375,5
4375,12
4377,6
4379,1
4379,6
4380,1
4398,6
4412,5
4412,6
4412,8
4413,1
4415,1
4419,8
4421,1
4435,42
4436,6
4437,1
4441,29
4442,34
4442,12
4442,1
4443,5
4457,8
4459,1
4460,1
4461,1
4462,1
4464,1
4474,1
4475,1
4476,1
4477,1
4478,1
4479,12
4480,5
4481,5
4482,5
4483,5
4484,5
4485,5
4486,13
4486,5
4488,1
4494,14
4495,14
4497,14
4497,16
4498,14
4498,8
4499,14
4507,14
4512,13
4512,12
4512,1
4513,30
4513,1
4515,1
4516,5
4517,12
4518,1
4519,5
4520,12
4520,1
4523,1
4529,5
4529,6
4538,1
4539,1
4540,6
4543,12
4546,8
4546,12
4547,1
4548,5
4548,6
4548,8
4550,26
4551,1
4552,26
4553,1
4553,14
4556,13
4556,9
4556,25
4556,12
4558,5
4561,13
4561,5
4561,6
4564,1
4566,1
4578,1
4579,1
4580,5
4584,12
4584,1
4587,1
4588,31
4588,21
4588,1
4592,6
4592,1
4593,5
4593,8
4593,14
4595,5
4597,1
4599,1
4612,13
4612,12
4613,1
4614,1
4627,6
4628,5
4628,12
4629,29
4629,12
4629,1
4638,12
4639,1
4641,1
4643,1
4644,1
4645,6
4652,6
4657,29
4658,1
4676,5
4680,5
4680,8
4683,5
4688,1
4689,26
4695,6
4701,12
4703,1
4704,1
4705,8
4706,12
4708,5
4708,1
4709,5
4710,11
4710,5
4722,1
4723,5
4723,6
4723,1
4727,5
4728,5
4729,5
4734,5
4747,5
4762,6
4771,1
4772,12
4780,1
4781,11
4781,5
4786,16
4786,1
4787,12
4787,1
4789,8
4790,5
4790,8
4798,5
4806,1
4808,1
4809,1
4816,1
4820,1
4822,1
4823,1
4824,1
4825,1
4832,1
4836,12
4837,5
4839,15
4839,6
4857,5
4857,8
4858,1
4858,29
4868,1
4868,48
4868,12
4879,12
4880,6
4882,1
4883,6
4883,14
4883,5
4883,12
4885,28
4886,1
4887,6
4887,38
4889,12
4893,12
4896,6
4909,5
4909,12
4910,12
4911,6
4911,12
4911,1
4912,1
4913,1
4916,1
4917,1
4918,12
4921,6
4922,1
4923,24
4925,1
4926,1
4927,1
4928,1
4929,1
