production_companies_id,name
3251,Pelican Productions LLC
37659,HBO Polska
68941,Filmcontract Ltd.
72110,Best Film
5945,Beijing New Picture Film Co.
10284,Edko Films
93117,Zhang Yimou Studio
93118,Elite Group Entertainment
93119,Gilla Company
2873,Echo Bridge Entertainment
9207,RaiTrade
21525,Institut del Cinema Català (ICC)
82322,Opera Film (II)
86507,Genesis Motion Pictures
3071,EasyE Films
25819,Five Star Entertainment
110,Impéria
19765,Admire Productions Ltd.
19766,Coral Productions
16636,Shapiro-Glickenhaus Entertainment
62136,Civilian Pictures
62137,Bluemark Productions
62138,C-Hundred Film Corporation
79569,Wild Style
3165,Funny Business Productions
5360,CR Enterprises
2879,Exodus Film Group
10173,Exodus Productions
3778,Arcview Entertainment
3779,Stage 18 Pictures
23856,Medien 5 Filmproduktion
23123,Mars Film
23124,Coral Films
23125,Orion Filmproduktion
21723,Tin House Productions
2880,Charm City Productions
38223,Dreamland
15486,Wide Angle Pictures
13042,Kartemquin Films
5228,Polar Film   Medien GmbH
11594,Passion Pictures
49628,Third Floor Productions
4396,NBA Entertainment
68304,Crush Entertainment
21435,Parkwood Entertainment
8620,A.S. Films
5219,Sunswept Entertainment
17234,Red Lion Sarl
59972,IDEA Filmproduktions
19424,Thompson-Paul Productions
4793,Daybreak Pictures
29272,Jones Entertainment Group
29273,Skerry Productions
6364,Polar Music International
5708,The 7th Floor
64027,Werkaround
64028,First Motionless Pictures
556,Sherwood
3574,Denver and Delilah Productions
2895,Dribble Productions
2896,Platinum Equity
3534,Goodspeed Productions
8832,Noelle Entertainment Limited
13786,Aquarius Films
6996,Apostle
5636,Beijing Jinyinma Movie & TV Culture Co.
6838,Stellar Mega Films
11414,Beijing Poly-bona Film Publishing Company
11417,Chengtian Entertainment
12183,Morgan & Chan Films
12184,Talent Aid International
3708,K Sera Sera
3709,Z Picture Company
20851,H2F Entertainment
24006,Yukon Film Incentive Program
6750,Pan-Européenne
2901,ADR Productions
11066,Agence BJP
2906,Anarchist s Convention Films
2908,Mars Distribution
29891,Miravista Films
93178,Caos Produções Cinematográficas
2909,Accomplice Films
3898,Sandbar Pictures
3892,Candlelight Pictures
81132,Grand March Productions
81133,Amy Robinson Productions
2911,IMCINE
21805,Bandidos Films
2912,Diamond Films
3290,Carmel Entertainment
3291,Provident Films
10156,Affirm Films
41967,Sherwood Pictures
3569,Eyeworks Touchdown
85437,Enchanted Productions
53493,Topps Chewing Gum
59150,Klasky-Csupo
2915,Alma Films
23682,FilmCamp
44992,Miho Film
44993,Barentsfilm
44995,Yellow Bastard Production
44996,News On Request (NOR)
44997,Zwart Arbeid
834,Potboiler Productions Ltd.
4394,Northern Ireland Film and Television Commission
3517,"Institution, The"
3911,Primal Pictures
22901,Afraid of the Dark
1191,Haxan Entertainment
7979,Darclight Films
23574,Resolution Independent
75714,Bob Swerer Productions
20742,RKO Pictures
3916,Cold Iron Pictures
14406,Ambush Entertainment
37726,"AV Club, The"
2917,Formosa Films
20979,Colomby/Keaton Productions
3681,Gorky Film Studio
3899,Nordisk Tonefilm International
3634,Ignition Pictures
3636,Twin Continental Films
50340,Taryn Prov
6551,Se-ma-for Studios
6552,Storm Studio
6553,Archangel
6554,TV UNAM
27934,Palm Pictures
93483,Coffee Stain Productions
2919,Cass Films
19637,Logie Pictures
12800,Ego Film Arts
19090,MuchMusic
19091,Government of Ontario: Ontario Film and Television Tax Credit Program
15276,Channel 4 Television Corporation
20267,Red Production Company
2923,Edmonds Entertainment Group (EEG)
2924,Epidemic Pictures
2921,Visualizer Film Productions
3965,Taewon Entertainment
21334,Beijing Poly-bona Film Distribution Company
2922,Levity Productions
5670,Shree Ashtavinayak Cine Vision
3847,Shaler Entertainment Pictures
19342,Parallel Entertainment
52071,Sleeping Marmots Production
52072,Samwilla Productions
4306,Instinctive Film
68795,FilmTiger
47848,Thunder Bay Pictures
14698,Jeremy Thomas Productions
2927,Fidélité Films
19491,Jerico
46222,Hey Eddie
7232,Accent Entertainment Corporation
85425,Waddieish Claretrap
2929,Filmquest Pictures
8182,Studio DEEN
2930,Jowoo Entertainment
2931,Tube Entertainment
55630,Judgement Pictures
55631,Hammond Entertainment
8014,Eagle Beach Productions
87879,lake city productions
16193,Damberger Film & Cattle Co
17457,Whizbang Films
22481,Bell Broadcast and New Media Fund
8809,Fair and Square Productions
2935,Odyssey Entertainmant
19737,Dino de Laurentiis Communications
19738,EvansGideon
19739,Beginner s Luck
2973,Picture Farm
18986,Grandville Pictures
13252,Marvel Animation
7772,47 Entertainment
7773,Cameo FJ Entertainment
7774,RSH Entertainment
8828,Norman Twain Productions
12362,Tracy Films
3914,The Ultimate Gift LLC
3915,Dean River Productions
75482,Tanaïs Productions
75483,S.M. Films
8818,Vincent Pictures
2936,Limelight Productions
2938,Abbas Kiarostami Productions
7258,Alliance
2939,98 MPH Productions
2940,Condemned Productions
2941,Sidestreet Entertainment
43842,Colossal Entertainment
7408,CD Films
7409,Edgey Productions
13048,Les Films du Splendid
7827,EuropaCorp.
21321,MP Productions
3289,Clap Filmes
52180,Solstice Productions
11593,Deliverance Productions
2943,GO Productions
2944,A Million Monkeys
2945,Melbourne Film Office
2946,Molloy Boy Productions
13371,Ginso Investment Corp
5538,Sandy Howard Productions
3680,Ariztical Entertainment
19,Film Roman
81017,Cine Camera
2950,Bigfoot Entertainment
18302,Entertainment Motion Pictures
19037,Umedia
24015,HCC Media Group
51664,Grand Hotel Pictures
6844,Thelma Films
12611,Academy Pictures Corporation
12612,Camp Films
13206,Lumiq Studios
3513,Big Screen Entertainment
5129,Shemaroo
3544,Fuji TV
22770,Studio 37
2952,Sacred Cow Productions
8533,Liddell Entertainment
2335,Film 4
19649,Key Pix Productions
3188,Lemon Tea Productions
2964,Sidney Lumet Film Productions
13413,Hubert Bals Fund
15505,NHK
21605,LeBrocquy Fraser Productions
37854,Barmak Film
3015,Good Dick
3016,Morning Knight
3017,Present Pictures
6303,Rakontur
9271,Hassen Brahiti / Studio Canal
2961,Box TV
13672,The Onion
5003,Jaffe/Braunstein Films
6434,MGM Home Entertainment
3150,Virgin Films
33025,winchester films
2962,New Legend Media
911,Roadside Attractions
3586,Absolute Entertainment
11150,Googly Films
11151,Deep Films
11153,Tree Top Films Inc.
38210,Kaleidoscope Productions
90403,Turner Entertainment Co.
8850,Extension 765
2210,K2 SA
3067,Memorial Enterprises
4582,Xi an Film Studio
12363,Taihe Film Investment Co. Ltd.
16554,Nasser Entertainment Group
79815,Montage Entertainment
25131,Calendar Productions
10154,Cartier Productions
2966,Paradox Spillefilm A/S
19993,Quorum Entertainment
37724,Articulus Entertainment
25794,LTB Films Limited
25795,Wellington Films
6095,Subafilms
20147,Laurentic Film Productions
20148,Torii Production
2969,Namesake Entertainment
2970,More Entertainment
2971,Reel Security
14109,TAT Communications Company
6951,Chapman/Leonard Studio Equipment
8291,C.R.G. International
22153,Trademark Films
67252,Micro Fusion 2003-2
3577,Archer Entertainment
25458,Blue Angels Films
85569,Miromar Entertainment
2974,Pope Productions
21468,1818
21469,Lone Wolf McQuade Associates
21470,Topkick Productions
2113,Cinéfilm AG
5450,Picture Park
5663,TADORA Filmproduktions
32555,Netter Productions
63635,Three Rivers Entertainment
3009,MacGowan Films
3010,Rapacious Productions
76067,Kontsept Film Company
2983,The Mayhem Project
37310,Flirt Pictures
2987,September Dawn
2988,Voice Pictures
73675,Black Diamond Pictures
2984,Gearhead Pictures
2985,Jaz Films
2986,Kasbah-Film Tanger
5200,"Motion Picture Group, The"
2989,Departure Entertainment
2990,Departure Studios
2991,TGL Inc.
2992,Acrobat Productions
2993,Bright-Persky Associates
22308,Echo Lake Entertainment
37657,Aura Entertainment
4079,Angel Productions
48819,ApolloMedia
2997,Dragon Pictures
5856,Sci-Fi Channel
4109,Vision PDG
8849,Intermittent Productions
47178,Magic Films
3000,Worldwide Bonus Entertainment
3849,Dakota Pictures
21228,Dakota North Entertainment
20657,U.K. Productions Entity
6475,Metro Communications
70579,Artomas Communications
4675,Duty Productions
60473,Gordonstreet Pictures
65383,Equity Pictures Medienfonds GmbH & Co. KG
65719,Garlin Pictures
3002,Tristes Tropiques
22309,Piccadilly Pictures
58997,Lex Filmed Entertainment
60283,Take 3 Partnership
3845,Gigantic Movie
3846,Epoch Films
16642,USA Network
4640,Akita Publishing
1077,Gonzo
11734,Gin-iro no Kami no Agito Production Committee
1742,Les Films 13
5659,Film It Suda
3551,Tricky Pictures
3004,ZU33
8751,512K Entertainment
73344,Baca Productions
3005,Finney/Thompson Entertainment
42876,Two For Flinching Pictures
3007,Bam-Ram-Ewe
3957,Gener8Xion Entertainment
5820,Generator Entertainment
11667,Northern Ireland Screen
22866,Geronimo Films
22867,Framestore CFC
1207,Reeleyes Film
3008,Wah Film Productions Ltd.
7646,Loma Nasha
5051,Faso Film
4469,BAV Film
3587,I Could Never Ltd.
2374,Thats Hollywood
21024,Green Diamond Entertainment
21025,Ten Deeds
21026,Bill Civitella/Todd Zeile Production
10318,Polyc International BV
3018,Brink Productions
9217,Pioneer Pictures
23060,Company Television Productions
89719,Culver Studios
7169,Park Ex Pictures
88298,Sortie 22
32397,Merchant Pacific Corporation
3025,Brandman Productions
54712,CinemaLab
6355,Silverstar Ltd.
24827,Red Mullet Productions
49971,Grimm Pictures
49972,Barunson
3026,April Productions
3027,Chaintron
3028,RMA Productions
16849,Extreme Productions
2916,K2 Communications
7192,Stephen Low Productions
26646,Edgewood Entertainment
4097,Heavy Duty Entertainment
95592,Waiting II
3037,Baby Cart
3038,Katsu Production Co. Ltd.
10970,Blueeyes Productions
24701,Pink Productions
37104,Conseil Régional des Pays de la Loire
3040,Versus Production
4145,Studio Khara
3043,Elbow Grease Pictures
7048,Fridthjof Film
19194,Andrew Lauren Productions (ALP)
8806,CS2 Films
3046,Spacegate Productions
3146,Starway International Inc.
10351,IAC Film
46049,Projector Productions
7829,Ascension Pictures
51062,Red Cam Studios
51063,Middle Link
6255,Jim Henson Pictures
18170,Sagittarius Productions
3204,Big Idea Productions
3049,Happy Endings A/S
7861,Granada
69989,Monophonic Inc.
3918,The Goatsingers
1549,Opera Film Produzione
21649,Sky Cinema
16016,Eurofilm Stúdió
26771,Státní Fond CR pro Podporu a Rozvoj Ceské Kinematografie
26772,Jakubisko Film Slovakia
26773,J&J Jakubisko Film
26774,Concorde Film Trust
26775,Ministry of Culture of the Slovak Republic
44460,Underdog Productions
3051,Jenkins Entertainment
3685,Toei Doga
4260,The Ocean Group
4261,Viz Video
14376,Steven S.A.
94362,Nu Image Bulgaria
3516,Mighty Cheese Productions
69348,B and G Derivatives Holdings
15398,Films Montsouris
4923,Brightstar Films
11062,International West Pictures (IWP)
12475,Original Voices Inc.
51997,Talent Network Media GmbH
51998,Coproducción Alemania-USA
93175,Middlefish Films
4160,Lost Tales Films
4161,NS Pictures
3672,Gotham Group
58864,Leslie Iwerks Productions
44455,Viktorija Film
67005,Radio Televizija Srbije (RTS)
81029,Radović Company
81030,Media Film
11801,Trigger Street Productions
8924,RabbitBandini Productions
39803,Grasshoppa
39804,Aoi Promotion
22805,7 Films Cinéma
21629,Aimimage Productions
52518,Agenda
3339,League of Noble Peers
3066,High Road
5574,Modernciné
12221,Modern Girl Productions
3064,Shanghai Kid Films
5122,Parallel Films
3075,Internationale Filmproduktion Stella-del-Süd
28787,WideAwake
67334,Stuber/Parent
16340,Lee Mendelson Film Productions
16341,Bill Melendez Productions
52263,United Feature Syndicate (UFS)
3072,Princess Production Corporation
3073,Films de la Pleiade
3379,Eleven Eleven Films
55440,Insomnia Media Group
55443,IMG Film 7
3076,Allagash Films
3077,Melville Productions
5426,Benedict Bogeaus Production
18581,Captain Kidd Productions Inc.
4095,First Run Features
438,Mercury
61896,Douglas
7817,Defender Production
35000,Brooklyn Films
35001,Defender Film Fund II
35002,Lucky 7 Productions LLC
3861,Paramount Film Service
4636,Social Capital
4716,Snoopadelic Films Inc.
3917,Combustion Studios
5723,Pitchblack Pictures Inc.
3079,Fantefilm
3080,Midfield Films
31072,Tyler Perry Studios
83027,Spielmannfilm
23066,Logline Studios
23067,Blue Screen Productions
6975,Josy Films
3750,Balaji Motion Pictures
3081,Tips Industries
22165,Cathala Productions
5403,Nordisk Film & TV Fond
5746,Yellow Bird Films
33821,Filmpool Stockholm Mälardalen
33822,Spiltan Underhållning
20108,Hooks and Taylor Entertainment
36577,Transatlantic Entertainment
78926,Tomatos II
10705,Lion International
14591,Arenafilm
95596,Snow Day Productions
95597,New Faction Pictures
5760,Energia Productions
12169,Orgolini-Nelson Productions
23928,San Francisco Independent Cinema
52166,Industrial City Films
17610,Lobster Enterprises
17612,The Night Co.
51596,Griffin & Phoenix Productions
51597,The Orphanage
3084,Vallelonga Productions
20658,TinRes Entertainment
4358,Brandes Films International
3478,FlipZide Pictures
56447,Serpent Films Productions
56448,Cirque du Soleil Images
3447,IMAX
5018,Lockheed Aircraft Corporation
53511,National Air and Space Museum
2972,National Wildlife Federation
3889,Primesco Communications Inc.
48945,West Eagle Productions
87838,Ursa Major Films LLC
22746,Movie Prose
22747,C.O. Films
3267,Atlantic Entertainment Group
3087,MSNBC Films
3089,Paper Clip Productions
1575,Lewis Gilbert Productions
13807,Family Room Entertainment
13811,Grand Army Entertainment
13812,Major Productions
49336,Papa Joe Films
13085,Altar Productions
41047,Prophecy Pictures Ltd.
3011,TFM Distribution
18575,Parallel Pictures
20793,B. A. Filmproduktion
7015,Kontraproduktion AG
74120,Impuls Pictures
11078,Cineric
84889,Michael Alden Productions
84890,Brad Zions Films
95102,VisionQuest Productions
52144,Fries Entertainment Films
21118,Shelburne Associates
3098,Sanford%2FPillsbury Productions
14938,Zik Zak Kvikmyndir
52138,Coproducción USA-Islandia
3096,"Tyler Perry Company, The"
9075,Hughes Capital Entertainment
95595,CCLA Productions
3099,Gimme Five Films
2701,Mes Films
3101,Three Way Productions
537,Universal TV
11382,The Archers
14029,Independent Producers
13503,Incendiary
13504,Sneak Preview Films
11620,Orange Cinéma Séries
60389,Silver Web Productions
78323,Lumina Films
3105,Rockers Film Corporation
1093,Shoreline Entertainment
16647,CineSon Entertainment
35459,TVA International
3106,Bo Ho Film Company Ltd.
3107,Boy Culture LLC
4350,Atlantis Films
11578,Super Écran
35859,Société Générale des Industries Culturelles du Québec (SOGIC)
9027,Hallmark Hall of Fame Productions
1266,Octagon Films
2665,Amour Fou Filmproduktion
16017,La Cinéfacture
5319,Victoria Filmproduktion
5322,Aloe Entertainment
36287,Sarah Productions
19230,Varma Corporation
3118,Madras Talkies
3119,Ashutosh Gowariker Productions
3275,Box Film
50796,Love Spell Entertainment
50797,Bondesen-Graup
50798,If Only Production Services Ltd.
3120,Final Cut Productions
3643,ERP Productions
3865,York Pictures Corporation
5533,Jerry Lewis Productions
89388,Freestone Pictures
14345,Cinemabrain
14346,Japan Video Distribution (JVD) Co. Ltd.
14347,Melsat Inc.
14348,Ryu Murakami Office
70884,Yang & His Gang Filmmakers
70885,Jane Balfour Films
44171,Phoenix Film Investments
17557,Scanbox Entertainment
62977,Wise Guy Productions
8109,Zentropa
5674,SF Film
6142,Nimbus Film
3407,Shanghai Film Group
22630,Buenaventura Producciones
89251,Whiskers Post Production
89252,Arokaria
89253,Full On Film Productions
3733,Palo Alto Productions
5462,Aries Cinematográfica Argentina
16015,K-Network
32299,Blue-Tongue Films
48125,Igloo Films
48126,Film Depot Pty. Ltd.
25817,In Extremis Images
5248,V.I.P. Films
81801,BKP Film
81802,Buc-Film
39445,Show Dog Productions
39446,B4MH Productions
39447,CMT Films
6752,Home Box Office
35443,R-Caro Productions
52607,DNA Pictures International
52608,Snakeman Productions
31694,Angel Films Productions
3123,Freshwater Films
5571,UTV Spotboy Motion Pictures
3866,iDream Productions
3124,One More Thought Entertainment
5781,Production I.G
56674,Manga Films
6373,Bad Biology
3485,Wildstorm Productions
6180,Filmteknik
5614,Envision Films
3455,Rifilm
1880,Zentropa Productions
10421,Innocent Pictures
4729,Q Productions
9313,Esparza / Katz Productions
55629,RGM Entertainment
3125,Mondayitis Productions
3129,Anthony Buckley Films
3130,Tempo Productions Ltd
25191,Legendary Films Inc.
8858,NetFlix
17462,Antietam Filmworks
76795,Columbia Pictures Film Production Asia Limited
7971,Sveriges Television
22150,imX Communications
83404,MVM Entertainment
3136,Cream Productions
3137,Jaleo Films
12488,Oberón Cinematográfica
29266,Pensa & Rocca Producciones
3138,Harcourt Productions
13867,British Lion-Columbia Distributors
37618,Britt Allcroft Productions
5061,Children s Television Workshop
4052,Sunfilm Entertainment
3950,Palisades Pictures
3951,Warrior Poets
898,Lorimar Productions
17087,A.M.A. Film
94198,Pork Pie Productions
94199,New Zealand United
94200,New Zealand Railways
94201,New Zealand Motor Corporation
3140,Pacific Entertainment Group
3141,Cineplex
3142,IdtV Film & Video Productions
23680,Agnès b. Productions
3144,Prima Linéa Productions
3145,CN Film
6852,Cirrus Communications
3147,Boyd s Company
3148,Kendon Films Ltd.
3149,Matrixbest
3151,SeeThink Films
3152,Ovie Productions
18722,Hibiscus Films
35298,The Jessica Company
40263,Blue Guitar Films
21280,Black Gold Films (II)
4719,Sotsu Agency
5906,Shochiku
81418,Nagoya Broadcasting Network (NBN)
1947,New Deal Productions
3154,Bronson Club
3155,Burgundy Films
16937,Bavaria Pictures
48941,Paradine Co-Productions
23009,Parachute Pictures
23011,TDMP
70733,Tom de Mol Productions
3615,BIG Pictures
5124,New Artists Alliance
25789,Imagination Worldwide
1036,Academy Pictures
3157,Central Films Limited
46792,Capglobe
3158,Katakuri-ke no Kôfuku Seisaku Iinkai
3159,Migma Film AB
54446,North American Star System
3160,Brookstreet Pictures
48420,Sound Venture Productions
3161,Odessa Filmworks
51081,Cascade Films
4921,Bakshi Productions
15546,Cine Groupe
91006,Das Werk Productions
74487,Takeuchi Entertainment
75480,Media Transactions
3448,ITV
15489,Halicki Productions
3167,World Film Services
3693,Alpine Medien Productions
94854,Helkon Media
3990,Anthill Productions
3619,Win s Movie Productions Ltd.
75375,Evan
3092,Les Films Manuel Munz
11244,France 3 (FR 3)
11360,Gam Films
7943,Mascaret Films
87522,Crotalus Productions
14179,Creepshow Films Inc.
14180,Laurel Entertainment Inc.
3170,SLB Films Pvt. Ltd.
3171,SLB Films
3173,Chiodo Brothers Productions
8610,Sarlui / Diamant Production
69843,Gugat Films
69844,Chinagraph
5242,Creepy Film Productions
8171,Institut National de l Audiovisuel (INA)
25960,Les Films Armorial
3174,Alibi Films
5369,GMM Tai Hub (GTH)
3176,Campfire LLC
3966,Doosaboo Film
3967,FilmZ
11640,Mobicom Entertainment
40413,World Entertainment
10631,River One Films
12886,New Crime Productions
3128,experiences films
8583,Minds Eye Entertainment
12686,Forecast Pictures
23954,Leomax Productions
26173,Barnsnape Films
3182,Iyara Films
3183,General Entertainment Co. LTD
6450,Studio Pierrot Co. Ltd.
25918,Eulogy Productions LLC
25919,Ovation Entertainment
5902,RKO
14401,New Star Media Inc.
3184,Koo & Cee Film
3185,Achilles
1793,Velvet Film
3186,CINEFACTO
3187,.406 Production
2910,Alta Vista Films
5176,Fortress Features
14786,AARU Productions
59453,Chicago Pictures
11757,Produzioni Intersound
3189,Blue Pen Ltd.
8039,Lo Wei Motion Picture Company
2884,Media Asia Film
5686,Sil-Metropole Organisation
51469,Avex Inc.
51470,Basic Pictures
3737,Maverick Productions
38208,Koukus Troika
38209,Toron Screen Corporation
13313,Go Films
5673,Breakup Productions
7276,Screen East
19651,Blue Sky Films
5770,IMS 3 LLP
44828,Azucar Entertainment
44829,Bespoke Productions
55949,Omnibus
14877,Dor Film-West Produktionsgesellschaft
21274,Triluna Film AG
72479,Anglo-American Film Corporation
4950,Antares Produzione Cinematografica
3192,British Aviation Pictures
68952,Mirashin Korea
8841,Pale Morning Dun
8842,All Night Productions
20942,Sixth Way Productions
21225,The Claw
21226,Anacol Productions Inc.
21227,Billios
19210,Fubu Films
3980,Wonderworld Studios
48026,Whitley Partners
45867,Star Film Company
5807,Visual Art s/Key
5289,Wild Things Productions
3194,Bernard Gayle Productions
3923,Strand Releasing
27317,Medienproduktion Poseidon Filmgesellschaft
11301,Max TV
11931,Prime Time
12047,Isabella Films
11791,People Tree Films
5668,Red Carpet Productions
3198,Fun and Happiness
2326,Autonomous
3205,Surefire Film Productions
3207,Pictures in Paradise
20455,Film Consortium
19508,Mindhunters (UK) Limited
19509,Mindhunters Productie BV
19510,Tonna Oy
19511,Outlaw Victoria Productions Inc.
15117,New Visions Pictures
3199,Rangeland Productions
3200,Chartoff Productions
76719,Blitz / Welch
10253,Samuel Bronston Productions
9369,Obel Film
19434,Greta Film AB
3203,Blueshift Entertainment
77845,Monarchy Enterprises S.a.r.l.
48081,Ministry of Culture of the Russian Federation
70046,"Hermitage Bridge Studio, The"
84473,State Hermitage Museum
3208,3Mark Entertainment
87859,BAF Berlin Animation Film
5634,Artforce International
14590,New South Wales Film Corp.
37553,Margaret Fink Productions
38670,Greater Union Organisation (GUO)
2487,Rockwell Eyes
5586,General Film Distributors
3212,Teshigahara Productions
14760,Drop of Water Productions
31060,Hallmark Entertainment
12976,Shadow Shows
64683,Corvid Pictures
3352,Big Fish Films
3353,Element Pictures
35461,Pathé!
22964,JR Canada Productions
10398,Scary Movies LLC
74797,Toolbox Murders Inc.
74798,Toolbox Films
16737,Barcelona Films
17479,Ultra Muchos Productions
3432,National Lampoon Productions
89720,Mooseport Productions
39060,Sandfairy
3219,Amuse Soft Entertainment
57977,Asahi Shimbun
91253,TBS Radio & Communications
5419,Edgewood Productions
78462,Intuitive TV
1500,"Copercines, Cooperativa Cinematográfica"
9152,Devon Film
3220,Benton Film Productions
22221,"Toei Company, Ltd."
3222,Baltic Film Group
5653,Ilion Animation Studios
12297,Hand Made Films
4656,Shoot Productions
20573,Station3
21065,Fastback Pictures
21066,La Nuit Americaine
6817,Zehnte Babelsberg
6818,Visiona Romantica
11630,Curse Productions
3223,MeniThings LLC
3224,Third Costa
90114,G.O. Films
3225,Every Guy Productions
3226,Cloud Ten Pictures
3227,Clear Entertainment
3228,Motis Productions
3230,J & M
3231,Apple Creek Productions
18666,Cold Fusion Media Group
23058,Artists / Media Cooperation
54814,Breakout Pictures
54818,RedGuitar
6901,Prescience
23068,Joe Abrams Productions
3232,NFL Films
3233,Intersport Television
3234,Studio Pierrot
3451,Art Pictures Studio
5630,Non-Stop Productions
46831,Premiere Stealth Rights
20826,Ivan Foxwell Productions
4659,Plotdigger Films
7100,Patagonik Film Group
3414,Banger Productions
18665,Project 8 Films
18667,Parallel Media
18668,Voodoo Production Services
25134,Lion Share Productions
69262,PHD Productions
20366,Gimages Développement
28400,Glem Production
28401,Tovo Films
3236,Bavaria Film and Television Fund
3238,Film Funding Ltd. of Canada
17468,Vision IV
43459,August Films
18859,Watergate Films
16486,Parallel Film Productions
53043,Brown Sauce Film Productions
53044,Company of Wolves
38193,Catapult Films
37812,Westerly Films
4572,Alex Jones Productions
82128,Filmkraft Productions Pvt. Ltd
11635,"Movie Network, The (TMN)"
12116,Shaw Rocket Fund
23486,Sienna Films
57498,Canada Television and Cable Production Fund License Program (CTCPF)
12249,Gudegast Braeden Productions
12250,Scott Hamilton Public Relations
12251,Stephen Bowen Productions
94624,Serie 23 Productions
5224,Once Bitten Films
21149,Front Films
21150,Raymond Katz Production
3761,Kinoproduction Oy
3610,Capture Film Internatrional
6288,Meteor Film Productions
5303,Moody Street Pictures
7492,Discovery Channel Pictures
12474,J&M Entertainment
63105,Animal Planet
68063,Winchester Films
68064,"Best Picture Show Company, The"
3246,Feel Films
3247,Taking a Line for a Walk Productions
3248,Santana Pictures Corporation
3249,Fritz Lang Productions
37740,Varahonar Company
11405,Blue Fiction
54016,Rotholz Pictures
78546,Svenska Ord
37304,Supino Pictures
3254,Credo Entertainment Group
24089,Chang-Hong Channel Film & Video Co.
4007,Phenomena
37334,Jack and Rose Productions
3256,Lightning Entertainment
8456,Mainline Releasing
7929,National Broadcasting Company (NBC)
3257,International Pictures
3259,Almerica Films
16984,Action Images
48075,Sabbatical Pictures
7768,Arcade Films
7769,Barraboy Films
7771,Co. 1. Filmproduktion
68730,Opix Films
68732,Madigan Film Productions
12567,TVA Films
32793,CST Telecommunications
4521,Cinema Art
44438,Viking Film
68140,Dreamz
3919,Earthbound Human Productions Inc.
20221,Quatre par Quatre Films
52581,West Eleven Films
3269,Creative Thinking International Ltd.
53459,Madhouse Productions
3506,Pioneer Productions
7521,National Geographic
3270,Filmways Australasian
5598,Australian International Film Corp. (AIFC)
3271,Inscription Films
21202,Kid Love Incorporated
9300,TV Asahi
11811,Dentsu Tec
11812,Mitsui Bussan
11813,Shin Ei Animation
11814,Sky Perfect Well Think
11815,Summer Days With Coo Committee
3274,All the Way Round
54517,Beacon Classics
871,British Screen
1041,Sacis
12110,Hemdale Group
13715,Mondial
34471,Callender Company
34472,Tangram Film
76101,SLG Productions
40414,Motion International
40415,Goodbros. Pictures Entertainment
12668,Arthur Freed Production
17915,Trans World Entertainment (TWE)
42643,Negocios Cinematográficos S.A.
18321,Poultry Productions LLC
4754,Dark Maze Studios
28703,Anit Ticaret
3280,Igor Film
10207,Casbah Film
16959,Elevenmedia
16960,Headstrong
16961,Video Nasties
3283,ACH
3284,Regent Productions
3285,Christopher Filmcapital
81199,Hood to Hood Productions
81200,XIT Financial Group
3703,Adlabs Films Ltd.
6127,Metro-Goldwyn-Mayer Pictures
82780,Ho–Hi Pictures
1048,CCC Filmkunst GmbH
4785,Tele-Cine Film- und Fernsehproduktion
14750,Portrait Films
89188,Magna Theatre Corporation
89189,South Pacific Enterprises
89190,Rodgers & Hammerstein Productions
6848,Lorimar
8036,Crescent Film Enterprises
3300,Doubleday Productions
3301,Gus
3306,Filbox Producoes
3308,Believe Entertainment
33593,Agat Films & Cie
14116,Nilsen Premiere
3310,Tulos Cinema
10845,Lenfilm
3311,Joe Wizan/Todd Black
3316,Liberty Films UK
3317,Lunar Industries
12018,Limelight Fund
626,Independent Productions
3906,American Playhouse
12909,The Booking Office
12910,Workin  Man Films
3321,Million Channel Ltd.
3326,Diagonal Pictures
3330,Chloe Productions
3331,TPW Films
3332,Wiseau-Films
3327,Proline Film
30231,Rézo Productions
84476,Russian Federation of Cinematography
3328,GP Pictures
3333,Enterprise Productions
19397,Revolutionary Eye LLC
3343,Warner Entertainment Japan
3336,Ice Cold Productions
3337,Empyreal Entertainment
3338,Ringleader Studios
9169,Hemisphere Media Capital
3712,BBC Scotland
3713,Mobile Masterpiece Theatre
55150,Swelter Films
55151,Buckeye Films
3452,Les Films du Veyrier
3346,Rainmark Films
8289,Zentropa International Köln
11236,Zentropa International Poland
7433,Ocean Pictures
7640,Cité-Amérique
18159,Dummett Films
93095,Israel Cable Programming (ICP)
3347,Dry County Films
11662,Handmade International
11663,Future Films Production Services
11664,Altitude Entertainment
11666,Skogland Films
11668,Grove Media Finance
11669,Horizon Media Fund
3351,Reinventing the Wheel
8267,TV4 Sweden AB
17809,Yellow Cottage
23577,Karé Productions
53334,Archimede
3358,Discovery Channel Productions
91005,Lyrick Studios
8504,Block / Hanson
20667,District 9
20668,New Zealand Post Digital and Visual Effects Grant
3366,Babe Films
12296,Sullivan Entertainment
10699,Mahin-Rackin
3372,Fechner Audiovisuel
3373,KS2 Productions
3374,Eclair num%C3%A9rique
9329,The Vitaphone Corporation
42033,The Sam Company
4904,Alan Landsburg Productions
79415,MCA  Theatricals
2753,MacGillivray Freeman Films
48566,National Science Foundation
54503,Blake and Associates
81140,Two Girls Productions
4859,Nickelodeon Animation Studios
67244,Snee-Oosh Productions
3377,Fluff and Fold LLC
3378,Blue Snow Productions
34338,Number 9 Films
35317,Finola Dwyer Productions
11830,Bedford Productions Ltd.
14897,Melvin Frank Production
3385,Hungarian Motion Picture Fund
