collection_id,id
86307,11285
101688,11286
174218,11298
150156,11310
173344,11314
192532,11315
85960,11317
57971,11319
203910,11328
203910,11330
87536,11342
94899,11351
221966,11356
91361,11357
299748,11358
91361,11361
248339,11377
11118,11389
11118,11390
11118,11391
11118,11392
53159,11395
25410,11398
12077,11402
344936,11406
8537,11411
102782,11415
108693,11418
108693,11419
72119,11425
98036,11429
94032,11430
91361,11442
397842,11449
12087,11451
43220,11452
95664,11453
9743,11454
33071,11455
9735,11470
99635,11471
187736,11475
8647,11478
207447,11495
140910,11497
286935,11506
11716,11508
119050,11520
124935,11525
87214,11528
64750,11531
97461,11544
9338,11546
201576,11547
164397,11564
44979,11565
112636,11568
8917,11569
937,11573
11582,11578
12263,11586
12263,11587
261526,11590
93295,11595
8581,11596
143757,11601
286935,11602
296358,11612
94039,11625
11875,11626
107688,11630
458558,11631
87800,11633
269098,11636
176118,11637
58588,11647
207952,11663
261203,11667
124916,11674
91361,11675
52785,11679
261590,11683
239968,11684
52888,11687
178117,11688
36694,11690
141292,11704
326795,11752
280562,11795
98168,11797
376863,11798
118828,11802
102777,11804
168880,11806
134011,11808
19285,11811
123213,11815
173628,11822
43066,11824
9338,11825
141086,11827
275402,11836
1972,11838
108125,11841
937,11843
207952,11844
96871,11846
106498,11849
96871,11862
123724,11868
387219,11873
266731,11874
87253,11887
9338,11895
256377,11899
127280,11906
124901,11908
108502,11910
10517,11913
10517,11915
656,11917
10455,11932
87805,11937
321063,11940
187089,11945
187089,11946
101688,11950
123251,11955
86347,11966
9329,11967
174386,11968
11582,11972
104847,11977
217704,11979
9068,11980
9521,11982
12075,12076
86341,12088
105764,12089
17178,12094
10924,12095
130440,12096
11875,12097
86028,12107
9338,12118
11875,12127
12087,12129
195441,12139
23026,12140
149704,12142
19163,12144
107688,12154
261307,12155
12203,12207
645,12208
8050,12211
52760,12212
374384,12223
178654,12227
100693,12230
101688,12236
97237,12237
87236,12242
267922,12262
937,12268
86486,12279
96677,12289
466318,12309
87631,12310
2326,12437
1241,12444
1241,12445
97456,12448
175858,12476
98580,12485
377545,12496
91945,12500
10893,12525
266731,12529
9888,12536
430186,12540
374511,12561
11794,12583
476056,12593
135489,12594
8917,12597
34055,12599
34055,12600
224478,12606
190435,12613
110021,12625
374512,12636
110021,12639
119674,12662
207952,12664
149704,12683
97307,12685
33071,12695
272416,12697
8917,12699
12263,12700
10893,12702
87220,12705
148517,12716
148517,12717
384920,12721
46512,12764
102008,12795
241729,12819
13800,12889
44215,12914
44215,13001
479319,13015
