collection_id,id
133891,33301
133891,33303
88574,33305
385719,33338
427113,33371
38451,33386
38451,33387
413661,33388
413661,33389
38451,33390
38451,33391
413661,33392
38451,33393
413661,33394
38451,33395
133676,33407
478628,33419
478628,33421
168618,33501
124934,33518
397842,33519
122123,33534
259398,33560
167691,33583
214702,33604
24761,33613
331475,33660
52835,33701
38451,33708
242587,33719
264335,33723
458813,33733
208602,33740
108669,33787
363966,33838
34055,33875
52783,33909
421566,33954
377545,34019
34055,34065
34055,34067
356437,34070
90348,34075
135441,34082
103291,34125
161766,34131
422361,34134
479319,34163
199141,34194
87252,34204
87252,34205
330555,34300
47391,34311
47391,34312
166379,34314
191023,34326
478628,34327
124951,34376
89188,34388
425164,34433
123724,34479
87258,34480
479319,34506
479319,34509
479319,34512
479319,34513
376128,34527
85473,34528
85473,34530
87252,34560
91430,34584
369380,34588
257378,34598
330555,34600
91430,34636
361140,34683
143757,34734
14377,34746
321148,34765
321148,34766
201061,34812
399,34851
133891,34905
199141,34935
117693,34942
35792,35019
457550,35022
145553,35105
181496,35115
383632,35200
164394,35203
63170,35343
122776,35428
96666,35435
145784,35610
47391,35626
245321,35639
123724,35669
338282,35683
143588,35688
163798,35701
284346,35752
306882,35780
17255,35791
174218,35945
123256,35977
243738,36046
476063,36073
53043,36096
198987,36161
198987,36162
198987,36163
171732,36212
171732,36214
34055,36218
192532,36222
385720,36223
84785,36228
421566,36236
374512,36243
445332,36244
171732,36247
206449,36323
142182,36325
174218,36421
153948,36555
645,36557
124492,36571
124492,36572
124492,36573
937,36576
735,36586
37139,36593
123255,36599
138163,36627
645,36643
113635,36645
735,36647
735,36648
748,36657
748,36658
748,36668
645,36669
645,36670
374511,36679
17149,36683
281644,36685
36694,36692
36694,36693
265865,36696
165778,36699
142717,36702
157671,36724
148324,36764
148324,36765
148324,36766
148324,36767
148324,36768
148324,36769
148324,36771
157890,36775
47983,36779
84923,36877
84923,36878
304809,36885
304809,36886
304809,36887
304809,36888
47983,36896
34055,36897
330605,36912
1972,36917
257899,36996
165743,37021
165743,37024
184977,37030
184977,37032
190135,37047
263101,37100
106768,37135
37139,37136
37139,37137
96671,37169
201778,37190
89188,37237
109082,37302
199629,37404
378453,37410
25542,37453
70068,37472
117952,37526
9068,37529
102782,37530
104068,37563
12077,37565
108170,37601
425880,37609
283733,37653
106790,37656
33059,37708
645,37724
63170,37727
63170,37728
63170,37730
63170,37731
41658,37769
41658,37770
50457,37786
284024,37835
106790,37851
398740,37853
437439,37963
101646,37988
11582,37991
473847,38015
102782,38084
123213,38125
123213,38126
221308,38147
221308,38148
385721,38155
135489,38157
113589,38183
113589,38185
113589,38187
113589,38189
113589,38190
117777,38234
349889,38237
394258,38269
90031,38273
458095,38281
444275,38289
376567,38310
41083,38313
41083,38315
23170,38318
44979,38322
415054,38332
8650,38356
177675,38358
180546,38365
38451,38453
38451,38454
38451,38455
413661,38456
413661,38457
413661,38458
413661,38459
413661,38460
413661,38461
413661,38462
413661,38463
413661,38464
413661,38465
413661,38467
413661,38468
413661,38469
413661,38470
413661,38471
413661,38472
174218,38499
174218,38500
259085,38543
374509,38582
425189,38594
206857,38614
108502,38626
65249,38661
101385,38674
14890,38700
463959,38757
89959,38774
283417,38780
188458,38783
424830,38802
109082,38828
183256,38872
115142,38939
269098,38955
105322,39027
138965,39044
34055,39057
460357,39060
425164,39100
425164,39101
425164,39102
425164,39103
425164,39104
425164,39105
425164,39106
425164,39107
425164,39108
437439,39111
338327,39113
17149,39123
330555,39128
330555,39129
386410,39144
386410,39145
386410,39148
143302,39229
143302,39230
374511,39256
138965,39262
138965,39263
374509,39264
449750,39282
256484,39283
295777,39312
425189,39323
425189,39324
8819,39345
8819,39346
441061,39371
115840,39385
221537,39408
171732,39410
39438,39412
242765,39448
51509,39451
374509,39462
374509,39464
374511,39465
374511,39466
374512,39468
374512,39469
163902,39514
87014,39691
140126,39788
384040,39829
103190,39872
264437,39874
159340,39907
355490,39927
123255,39929
143755,39930
449462,39939
19163,39961
227140,39965
225961,40016
382113,40039
382113,40040
65249,40044
65249,40045
48194,40075
110179,40080
129407,40120
220441,40127
65249,40214
242587,40246
168186,40251
168186,40252
131780,40254
278920,40264
430201,40342
227140,40348
138974,40446
349889,40487
71458,40508
351667,40585
96887,40644
264434,40649
105322,40661
225543,40663
165778,40709
94035,40724
340623,40729
308465,40732
47627,40740
442237,40741
129626,40748
138974,40760
221537,40761
48037,40771
48037,40772
48037,40773
124934,40800
48829,40810
48829,40812
123218,40819
96887,40897
39438,40978
422193,40983
441439,41050
371950,41070
44724,41109
463068,41142
86055,41154
86092,41233
115142,41235
285249,41241
99635,41244
288882,41289
145553,41365
182923,41428
41437,41436
656,41439
2602,41446
102128,41471
153629,41472
102128,41474
102128,41477
102128,41482
102128,41486
23456,41498
134897,41513
88735,41586
206559,41592
266731,41608
41658,41663
41658,41664
41658,41665
41658,41668
41658,41669
397842,41671
123255,41769
123255,41828
397842,41848
296358,41897
87631,41946
416491,41955
416491,41957
120417,41979
189157,41993
384920,42012
454520,42137
389867,42185
389867,42187
294172,42194
458017,42246
395466,42323
46082,42342
159600,42354
413937,42390
458697,42450
201930,42466
375886,42476
308465,42488
361007,42498
303969,42506
158038,42512
375886,42532
121067,42552
96887,42601
53043,42606
185667,42632
134635,42673
261057,42695
256296,42709
431417,42792
156152,42818
372479,42832
91660,42941
85817,42949
141748,42979
145494,43018
266846,43071
2980,43074
145494,43096
426985,43118
156152,43146
135495,43149
280539,43177
360344,43205
94589,43209
394258,43241
59235,43263
366444,43332
53043,43337
135508,43388
280539,43398
110021,43417
107473,43430
321063,43464
47630,43551
104830,43593
178654,43643
256953,43646
256953,43648
256953,43649
211753,43716
156152,43873
124901,43919
306926,43933
219691,43947
458017,43956
354164,43967
97768,44037
47630,44173
181502,44191
1972,44203
148055,44244
425164,44251
41658,44268
53043,44296
478628,44383
424830,44415
256433,44425
91813,44450
194752,44539
194752,44674
315595,44683
190135,44685
158373,44687
240690,44695
96666,44734
259256,44749
251117,44789
157671,44848
438087,44875
44913,44909
264914,44951
44976,44977
21624,44978
421566,45099
290933,45162
353754,45211
227140,45233
86119,45243
297252,45249
385528,45284
206072,45303
259027,45322
395591,45491
118828,45662
261057,45690
426370,45715
238419,45783
433061,45839
188458,45875
406817,45878
265782,45882
361007,45940
276838,45964
457550,45965
441461,45990
188138,46001
370374,46020
263106,46169
229932,46195
206449,46314
105324,46441
468039,46513
124426,46523
293196,46572
441443,46594
203029,46695
53043,46780
53043,46781
53043,46784
53043,46787
146042,46809
109076,46812
937,46828
264914,46849
321061,46971
324149,47104
34055,47292
334563,47313
151861,47350
88735,47354
48655,47360
48655,47363
47400,47401
47400,47404
167691,47406
448468,47491
86860,47533
47627,47628
47629,47631
192175,47647
23240,47747
106784,47812
354066,47882
354066,47883
354066,47884
119581,47931
304378,47933
1570,47964
52785,47971
45355,48132
48194,48193
201548,48300
108125,48301
412736,48395
150967,48415
2150,48466
222639,48492
277798,48635
173628,48636
160677,48707
441682,48748
131992,48763
441061,48805
469648,48844
155408,48943
108043,48995
87118,49013
228446,49018
263,49026
228335,49028
31562,49040
121938,49051
98462,49183
251858,49321
77816,49444
174407,49478
464577,49519
209131,49521
239595,49522
748,49538
415054,49574
348843,49597
256297,49684
97919,49857
55427,49948
166844,49953
324149,49964
474013,50025
133891,50076
34055,50087
32153,50126
94050,50166
331475,50241
109079,50253
174245,50291
134633,50332
105322,50346
478628,50401
374663,50506
87805,50507
478628,50553
108125,50571
33514,50619
33514,50620
254636,50687
135466,50698
47627,50699
181496,50717
256296,50719
95051,50754
188138,50758
23170,50797
168618,51138
66761,51170
315054,51273
264335,51322
46082,51411
472781,51429
368982,51438
333000,51450
99606,51481
9485,51497
280588,51540
86116,51620
404136,51649
151861,51765
148614,51786
134633,51836
237444,51848
95051,51863
216395,51881
421566,51912
113589,51939
140910,51985
473843,52015
103291,52017
103291,52021
103291,52022
182923,52034
188138,52113
188138,52238
397842,52263
129293,52297
264481,52454
211860,52485
2326,52520
161766,52728
351231,52736
94050,52761
100992,52827
385250,52854
102782,52868
191023,52874
188138,52913
188138,52914
321065,52916
122123,52939
112369,52947
191023,52979
191023,52980
354210,53031
122780,53086
93446,53129
257571,53150
215452,53174
125570,53182
188138,53342
386495,53358
338327,53617
180498,53693
115142,53868
248126,54107
131780,54111
144200,54113
115575,54138
201548,54178
104769,54257
96887,54265
96887,54266
96887,54272
96887,54273
96887,54274
96887,54275
96887,54276
96887,54277
96887,54278
96887,54279
96887,54280
96887,54281
96887,54283
96887,54284
96682,54293
393564,54297
96887,54306
96887,54307
308153,54396
438087,54430
221111,54445
87256,54540
86066,54551
137766,54768
143766,54782
56005,55215
148324,55254
167613,55301
102940,55426
102940,55430
102940,55431
102940,55435
102940,55437
102940,55438
30663,55465
126580,55470
148324,55558
413663,55603
97156,55612
256484,55667
158643,55723
148320,55754
148320,55756
148320,55759
148320,55761
270156,55762
148320,55763
148324,55776
8864,55779
65249,55872
65249,55873
114915,55952
421566,55960
343477,56014
421566,56068
140126,56078
421566,56122
86668,56272
188202,56287
86486,56288
87359,56292
239011,56329
188197,56339
106011,56372
188202,56402
473730,56431
65906,56500
188534,56508
188534,56511
188534,56512
188534,56515
188534,56516
106011,56525
421566,56544
107462,56549
93287,56589
52888,56715
385712,56763
166381,56780
99321,56832
198697,56909
421566,56920
86553,56937
135014,56991
87255,57089
121938,57158
86780,57165
294918,57313
70764,57331
288235,57353
104769,57548
114915,57597
107462,57779
8354,57800
107465,57809
479319,57837
107467,57889
188202,57991
421566,57996
421566,58007
261240,58018
142015,58051
283775,58061
421566,58074
230161,58151
445049,58188
259363,58219
86117,58233
461937,58242
156240,58311
341455,58333
421566,58404
2704,58427
2704,58430
2704,58433
115839,58443
343477,58444
102322,58574
393379,58595
124881,58625
326849,58664
421566,58701
317299,58704
421605,58757
461755,58764
14246,58767
303969,58897
444665,59040
132203,59060
123932,59115
2248,59117
59235,59238
93446,59529
89959,59566
89959,59581
89959,59584
89959,59589
220448,59701
220448,59706
145901,59719
256296,59762
195071,59803
179892,59859
444377,60038
421566,60061
161766,60160
286948,60173
215293,60175
369004,60181
107478,60189
123289,60190
421566,60193
266846,60213
266846,60221
456734,60278
266846,60290
458017,60293
86110,60307
3963,60670
3963,60672
349336,60800
87251,60821
473502,60843
363066,60898
479888,60935
97462,60964
87251,61005
64748,61012
39438,61108
351231,61117
101646,61123
101646,61125
107461,61139
362722,61313
362722,61320
253537,61410
281097,61546
185667,61708
416305,61716
324371,61755
173710,61791
188133,61852
280539,61855
280539,61856
188138,61925
164397,61954
141649,61979
421566,62034
380170,62071
137696,62211
107461,62276
314042,62385
394316,62527
188138,62715
188138,62725
107478,62731
107478,62732
107467,62737
107467,62738
343944,62756
201545,62762
288491,62837
256374,62852
148324,62894
148324,62896
148324,62897
148324,62898
148324,62900
96661,62931
279836,63065
286948,63105
421566,63178
421566,63179
473730,63260
168949,63348
120447,63536
120447,63537
120447,63538
309300,63578
144689,63710
159616,63943
421566,64043
90031,64075
90031,64076
90031,64077
90031,64078
382238,64160
382238,64161
216395,64183
379475,64202
197065,64266
438282,64325
256377,64328
123717,64428
473977,64468
119234,64576
393290,64650
119234,64651
212562,64688
119237,64876
191023,64912
334486,64931
106368,64961
315560,65086
115164,65310
53043,65421
380822,65448
380822,65452
256484,65460
318037,65497
120417,65591
120417,65594
464784,65703
92012,65759
17178,65851
425189,65973
12203,66018
109079,66105
389544,66129
380170,66160
421566,66177
385639,66209
215326,66946
395591,67308
155421,67342
155421,67343
161314,67390
151861,67636
239430,67660
397341,67793
260520,67952
142021,68029
224011,68143
175858,68163
192486,68242
192486,68337
192486,68339
192486,68340
444485,68555
148603,68637
131292,68721
363369,68726
298162,69097
324371,69152
91697,69315
445118,69569
289763,69599
239011,69619
69788,69787
279959,69798
96676,70006
446792,70061
479319,70086
69788,70133
131635,70160
297252,70172
415931,70313
161766,70322
161766,70327
47391,70553
378025,70555
115225,70575
8917,70584
91657,70587
286951,70590
304809,70609
224011,70702
199629,70811
135416,70981
256296,70984
378025,71041
421566,71133
103190,71138
218104,71200
321065,71206
256746,71392
166018,71444
166018,71449
155093,71461
2806,71552
104830,71668
86578,71670
52985,71672
90306,71676
17255,71679
129453,71744
151861,71982
421566,71995
321065,72032
216435,72054
155093,72094
266672,72105
416468,72190
158814,72203
230532,72391
157504,72455
72547,72545
135468,72559
41437,72571
267308,72720
142686,72811
347544,72857
386549,72914
458017,72972
260601,73358
174995,73517
122661,73529
122661,73530
360342,73551
120927,73884
385719,73897
437451,74018
160401,74035
362047,74097
99321,74135
421566,74384
476961,74387
69788,74405
294226,74471
294187,74523
306937,74534
86224,74545
137913,74626
324703,74639
208602,74719
402380,74919
96671,74997
75014,75015
69788,75133
69788,75134
69788,75136
69788,75137
69788,75138
69788,75140
69788,75142
69788,75143
315595,75258
421566,75532
439409,75555
174218,75623
210303,75629
69788,75634
382685,75656
256477,75744
429409,75745
403374,75780
199629,75822
199629,75826
199629,75834
427944,75848
147669,75897
220872,75969
360346,76081
360344,76084
126125,76163
453993,76170
166379,76171
179919,76285
131296,76338
8945,76341
185103,76492
256287,76589
87096,76600
111751,76617
419784,76684
257071,76784
389978,76940
285428,77051
427956,77076
386818,77079
113679,77269
219363,77294
158814,77304
174245,77348
208602,77448
219363,77759
219363,77762
303969,77771
133887,77787
328247,77930
134897,77931
331475,77946
91657,78047
116669,78049
168880,78080
223926,78124
240690,78140
152918,78359
277630,78375
470274,78402
180142,78492
158365,79090
459434,79106
393126,79221
435805,79466
294172,79516
369005,79591
400500,79701
128123,79722
124426,79723
174995,79909
141448,80105
101646,80256
74508,80280
477050,80314
14740,80321
421566,80374
278920,80384
122922,80410
140612,80518
44215,80527
432151,80607
259411,81086
174245,81244
174245,81246
97919,81450
129748,81684
209739,81895
129293,81976
398758,81996
441443,82088
122778,82237
165743,82386
347544,82406
112537,82447
108043,82450
357173,82507
135509,82545
86110,82650
135483,82675
404825,82690
89137,82702
463959,82881
41437,82990
9485,82992
109079,83088
109079,83090
109079,83091
393290,83122
393290,83124
393290,83136
393290,83140
122776,83456
294918,83473
473983,83651
105629,83660
324149,83761
258372,83865
240690,83980
264434,84152
138908,84165
142182,84177
207621,84348
222634,84575
198921,84774
203029,84951
150967,85038
142015,85052
395433,85231
395433,85232
107465,85317
123640,85339
123640,85341
139394,85349
206559,85373
466004,85435
86092,85446
441443,85715
129293,85766
327598,86040
158365,86082
158365,86084
329220,86190
205145,86337
86414,86416
166381,86821
115840,86868
528,87101
97919,87311
2794,87421
207632,87436
134063,87636
201932,87788
281097,87881
34055,88557
72547,88751
415931,89145
297501,89247
117354,89458
415931,89645
414000,89825
311102,89877
435108,90460
435108,90461
435108,90465
413663,90955
413663,90956
19262,91198
8650,91314
422361,91342
122938,91548
228446,91586
189295,91893
109044,92011
189295,92332
154002,92647
303969,93164
118657,93230
93287,93289
86066,93456
93446,94052
257960,94329
165131,94336
142680,94348
391739,94352
96671,94365
261286,94380
45355,95511
8936,95610
362047,96105
5547,97020
97237,97251
415931,97353
334356,97430
313234,98344
98448,98438
98448,98439
98448,98440
401562,98566
146136,98567
320064,98596
119240,99099
162782,99247
330524,99361
320064,99760
2396,99770
86311,99861
96665,100042
108804,100183
131295,100402
19262,100450
476071,100493
118657,100973
131635,101299
104774,101538
325798,101652
180019,101660
101646,102234
125574,102382
422834,102899
312882,103122
243811,103686
463068,103751
181502,104413
385650,104606
105075,105073
91697,105077
385717,105210
114374,105231
255478,105528
189157,105680
87256,105965
445118,106622
445118,106623
210006,106747
286948,107096
418219,107916
415931,107966
460292,108266
460292,108267
459434,108432
69788,108794
114374,109080
180546,109418
86119,109439
93791,109443
386382,109445
177467,109451
145901,109572
141649,109689
401261,109907
167716,110115
59235,110148
356437,110390
251970,110552
138968,110588
292068,111440
183680,111480
112406,111913
427944,112058
158365,112912
118415,113082
458095,113154
175763,113209
175763,113210
175763,113215
175763,113219
188577,113332
435805,113582
166844,113594
306031,114150
114374,114370
114374,114371
114374,114372
167716,114444
10522,114478
34055,115223
59586,115290
297142,115547
415931,115706
427397,115873
415931,116160
95051,116167
122489,116185
415931,116190
469613,116312
386410,116776
264338,117258
386534,117263
409138,117629
244500,117691
284433,118340
23616,118406
118415,118412
251117,118439
118657,118513
153636,118751
173710,119450
392206,119892
25542,119893
252338,120143
412300,120386
425189,120475
161373,121823
385528,121828
145784,122293
10713,122857
121938,122917
248534,123025
211075,123867
132877,124471
435347,125271
160792,125395
201873,125504
52985,125509
145553,125510
145553,125513
145553,125521
135416,126889
425164,126963
309259,127329
137697,127380
247028,127533
286936,127544
748,127585
264339,128841
280539,128854
367092,129237
175722,129417
314042,129689
243811,129734
140059,129745
267551,129830
131635,131631
131635,131634
123800,132344
205029,132601
352020,132759
133352,133121
333154,133459
306063,133558
98180,133716
24717,133879
134063,134053
135466,134366
166381,134371
9888,134375
165369,134597
224026,134632
416305,134756
187734,135307
97768,135309
328,135397
24717,135659
106498,135858
24717,136071
263866,136585
192492,137094
325470,137106
134897,137116
463398,137400
404302,137409
237444,137475
374384,137533
137804,137801
126125,138103
24717,138115
24717,138118
436483,138372
101646,138705
297923,138832
313086,138843
251937,139038
324458,139367
297299,139374
239595,139380
256296,139455
107949,139659
140059,140054
180019,140161
77816,140300
301508,140441
479971,140485
10,140607
468551,141052
362047,141055
282117,141063
144200,141102
24717,141267
141615,141614
248534,142061
469648,142308
118415,144288
415931,144852
256377,145220
306926,145221
146042,146030
146042,146045
39438,146047
177675,146203
163902,146216
41437,146301
243598,146304
45355,147276
256433,147405
148315,148314
175722,148536
161373,149085
324475,149763
395433,149793
91657,149910
98180,149957
385639,149961
284700,150010
169740,150202
101646,150208
34055,150213
243811,150897
473185,151933
270252,151960
212166,152042
212166,152044
259308,152100
415695,152625
152918,152912
123203,154207
342577,154441
154752,154501
154752,154727
154752,154738
122123,154922
452942,155017
164072,156388
164072,156389
415931,156603
86116,156717
337957,157293
283579,157350
201576,157424
446782,157829
256322,158015
298778,158519
437584,158848
207621,159117
160677,159403
162782,159447
173738,159704
185103,159824
158365,159849
393326,160162
452942,160399
188197,161545
185627,162006
158365,162865
374930,164372
108804,164377
245129,164753
245198,164990
245198,165432
295,166426
224026,166747
415931,166904
10455,167032
224026,167313
124901,167575
224026,167666
245326,168056
245326,168057
9485,168259
376650,168530
97307,168705
94039,170522
456576,170657
215452,170759
393326,171346
166373,171581
229932,172385
232844,172386
256477,172817
17255,173897
415931,174195
225543,174322
315595,175112
304025,175774
23456,176983
415931,177234
386162,177271
87359,177677
408196,177888
415931,178569
413935,178682
315091,179690
257960,180299
429232,180371
415931,180819
424202,180863
244242,180894
85943,181533
200641,182030
330075,182131
377491,182219
152544,182873
415931,182950
256287,183011
188577,183073
239430,184098
415931,184328
251937,184345
456580,185110
415931,185273
415931,185289
74508,185341
415931,186268
415931,186775
212562,187017
415931,187516
376527,188357
225961,188489
115575,188927
386491,191975
415931,192371
282971,192558
454520,192577
224026,192911
415931,193435
415931,193439
415931,193459
415931,193460
393328,193502
379897,193603
207632,193726
195071,195065
221622,195269
303969,195522
400700,195589
269190,195757
319850,196024
154002,196032
447622,196254
196753,196750
197476,197467
197476,197481
347469,198436
295130,198663
114916,198951
151149,199374
268098,199534
479549,199661
362878,199687
458017,199753
166381,199933
253537,200580
201260,200645
201260,201018
385863,201386
160677,201414
343297,201676
455278,203217
397842,203835
426761,204342
358930,204349
246091,204435
25542,204582
455123,204668
9088,204712
425881,204912
286023,205321
360342,206145
239766,206408
645,206647
206786,206789
273099,207323
449530,207454
336557,207475
263866,207680
391860,207703
219691,207768
115776,207932
17178,208134
33878,208478
428046,208763
212123,209049
209131,209112
340633,209232
86066,211672
212123,211711
529,211798
23240,212156
212166,212162
196753,212168
224026,212470
401270,212996
295852,213755
294187,213927
251383,214264
294226,214464
230161,214597
266672,214756
397848,215405
303969,215407
344830,216015
397842,216016
416942,216983
222639,217923
256287,217993
270252,218836
269098,219572
464374,220436
98180,220504
419784,220714
247028,221731
247028,221732
353792,221791
385709,222832
296872,226140
280588,227159
224026,227257
41437,227348
241729,227425
34055,227679
288491,227735
464308,227783
455278,227932
275402,228165
403001,228202
292068,228358
315944,228432
245326,229007
393744,229974
415931,230182
442195,231001
467577,231082
418326,231617
245326,231811
245326,231812
344555,233063
360112,233487
334414,233639
293981,236399
237444,236417
388180,236737
415699,237672
256322,238636
298162,238869
196753,240341
261307,241259
286038,241842
145901,241868
418219,241968
279959,242022
309300,242088
426103,242512
86092,243683
313576,243938
404609,245891
283733,246320
264481,246594
748,246655
315054,248223
286023,248504
52888,248705
107465,248747
207632,248781
390096,249070
258664,249397
409343,249660
283417,250388
402074,250546
258372,250895
334996,251519
106784,252034
122922,252360
478545,252385
258506,252520
415931,252916
122776,253192
435347,253232
192174,253451
319850,254201
306031,254470
397598,254736
2248,254869
261286,255268
255478,255476
311102,255746
350309,256040
328372,256961
131989,257343
101385,257451
464125,257932
241729,258096
259085,258251
167613,258509
52985,259072
166378,259074
1972,259233
435259,259316
293196,259634
313086,259693
98513,260063
260601,260202
224026,260234
265865,260310
260601,260339
135483,260346
87118,260514
435347,261538
324703,262137
467457,262227
283579,262500
283579,262504
331841,262551
47770,262848
453993,263115
290973,263341
55428,263945
264317,264085
295274,264264
328247,264999
148065,265712
315944,267048
38451,267333
38451,267336
293981,267793
207621,267806
386534,267860
295777,267872
306937,268238
87800,269650
279715,270045
279715,270047
212123,270842
14740,270946
131295,271110
456778,272878
288235,273621
17178,273641
473971,274167
442338,274415
446782,275060
446782,276401
466463,277217
303872,277368
76291,277967
8354,278154
279244,278468
474022,278475
279244,278604
280504,278924
304025,279229
196753,279254
228446,280092
173710,281338
25542,281506
385386,282069
385386,282070
401261,282346
357173,283445
378453,283536
284433,283995
131296,284053
475520,284246
448758,284279
370374,284711
285564,285423
286951,285803
294172,286548
458017,287233
251383,287281
109079,287590
9518,287948
315560,288158
326849,289239
307637,289728
315609,290043
393379,290595
224026,290727
14246,290729
473847,290865
386549,291155
382685,291805
374930,292014
343297,292177
402457,292893
478328,293572
448150,293660
407273,293771
429231,294161
295130,294254
391047,294544
439596,294562
473840,294682
306063,294690
239595,295049
295274,295273
370411,295830
168880,295887
108693,296099
315595,297270
116669,297291
474015,297298
256287,297556
468552,297762
400412,299579
386162,300424
111751,300665
169452,300803
312977,302349
345865,302508
389767,302688
441179,303457
101385,303742
425164,303857
34055,303903
105322,308529
401562,308531
418326,308686
473845,309028
452146,309049
336557,309063
261286,309887
441682,310602
1575,312221
107465,313556
347469,314285
376970,314407
122123,314946
315091,314952
279715,315360
279715,315362
279715,315367
256322,316727
480160,317121
23616,317442
253537,317953
437608,319341
363092,321068
334356,321494
334996,321528
386162,322456
376650,323675
404609,324552
31562,324668
325470,324849
86066,324852
224026,324963
400700,325133
408196,325189
386382,326359
176097,326423
356688,327418
352020,327982
427084,328111
334486,328716
364344,328848
344555,329263
166373,329540
352789,329833
364342,330161
10,330459
286023,331446
436982,331576
331841,331836
474012,332788
293981,333658
455123,334304
196753,334376
471435,335462
397842,335753
426103,335796
353325,335970
8650,335988
473840,336026
341455,336211
97768,336560
371950,336884
476961,336890
9485,337339
425435,337550
25542,338100
338313,338312
418326,338485
423173,338964
19163,339526
91799,339530
370411,340382
344830,341174
356688,342917
403374,343611
402457,343972
458017,343977
370374,344147
358930,345468
2326,346672
363092,347096
409343,347126
23616,347201
330075,347413
179244,347689
8917,348191
388180,348537
364342,348631
319850,348668
117777,348893
343297,349158
382402,349176
350309,350312
34055,350499
64750,351211
221622,351901
386162,353595
375228,353610
306031,353616
418326,355730
479692,356149
390774,356216
219691,357096
374202,357786
363918,359413
94032,359983
224026,360404
401261,361131
418326,361261
59235,361263
364344,361751
427627,361758
374930,362058
374202,362584
374202,362585
393328,363354
324909,363607
427627,363611
336557,363844
70068,365222
440769,366143
461755,366249
433140,366499
451539,366630
334996,366924
380160,367596
389544,369776
258372,370545
363092,370687
466388,371153
364344,371181
23456,374205
129748,374251
401119,374739
442352,375798
427627,376538
427627,376543
427627,376548
427627,376553
403161,376599
122776,376716
285564,378385
466894,379291
418326,379992
196753,381519
451539,381615
402380,382155
206559,382399
66761,382517
224026,382581
397444,383121
478244,384641
363092,388191
424842,389396
245326,389614
140760,390734
286023,390989
96676,391757
142015,391779
439596,391975
364344,392629
283417,395925
386162,396330
25542,400045
133352,400136
407273,400605
434533,401544
477208,401650
363092,401689
431791,402223
412680,402331
246839,402543
86066,403052
479692,404461
326849,406052
418326,407171
14246,407375
437451,407655
466894,408647
397842,410537
473843,410988
356688,411802
144689,412519
466004,413391
472917,413441
38451,413669
224026,413736
418326,414762
364342,414767
424842,414937
113589,417004
466463,417320
417491,417489
448758,417503
86110,417830
463112,422842
402380,425961
309300,426264
436483,426580
107465,430413
166373,445993
224026,447113
169452,451644
424842,452142
477208,460135
221111,461053
